Time,Raw_Label
2021-11-01 18:00:00.000000,Before_Data_Collection
2021-11-01 18:00:06.150000,Before_Data_Collection
2021-11-01 18:00:12.312500,Before_Data_Collection
2021-11-01 18:00:18.462500,Before_Data_Collection
2021-11-01 18:00:24.612500,Before_Data_Collection
2021-11-01 18:00:30.775000,Before_Data_Collection
2021-11-01 18:00:36.925000,Before_Data_Collection
2021-11-01 18:00:43.075000,Before_Data_Collection
2021-11-01 18:00:49.225000,Before_Data_Collection
2021-11-01 18:00:55.387500,Before_Data_Collection
2021-11-01 18:01:01.537500,Before_Data_Collection
2021-11-01 18:01:07.687500,Before_Data_Collection
2021-11-01 18:01:13.850000,Before_Data_Collection
2021-11-01 18:01:20.000000,Before_Data_Collection
2021-11-01 18:01:26.150000,Before_Data_Collection
2021-11-01 18:01:32.312500,Before_Data_Collection
2021-11-01 18:01:38.462500,Before_Data_Collection
2021-11-01 18:01:44.612500,Before_Data_Collection
2021-11-01 18:01:50.775000,Before_Data_Collection
2021-11-01 18:01:56.925000,Before_Data_Collection
2021-11-01 18:02:03.075000,Before_Data_Collection
2021-11-01 18:02:09.225000,Before_Data_Collection
2021-11-01 18:02:15.387500,Before_Data_Collection
2021-11-01 18:02:21.537500,Before_Data_Collection
2021-11-01 18:02:27.687500,Before_Data_Collection
2021-11-01 18:02:33.850000,Before_Data_Collection
2021-11-01 18:02:40.000000,Before_Data_Collection
2021-11-01 18:02:46.150000,Before_Data_Collection
2021-11-01 18:02:52.312500,Before_Data_Collection
2021-11-01 18:02:58.462500,Before_Data_Collection
2021-11-01 18:03:04.612500,Before_Data_Collection
2021-11-01 18:03:10.775000,Before_Data_Collection
2021-11-01 18:03:16.925000,Before_Data_Collection
2021-11-01 18:03:23.075000,Before_Data_Collection
2021-11-01 18:03:29.225000,Before_Data_Collection
2021-11-01 18:03:35.387500,Before_Data_Collection
2021-11-01 18:03:41.537500,Before_Data_Collection
2021-11-01 18:03:47.687500,Before_Data_Collection
2021-11-01 18:03:53.850000,Before_Data_Collection
2021-11-01 18:04:00.000000,Before_Data_Collection
2021-11-01 18:04:06.150000,Before_Data_Collection
2021-11-01 18:04:12.312500,Before_Data_Collection
2021-11-01 18:04:18.462500,Before_Data_Collection
2021-11-01 18:04:24.612500,Before_Data_Collection
2021-11-01 18:04:30.775000,Before_Data_Collection
2021-11-01 18:04:36.925000,Before_Data_Collection
2021-11-01 18:04:43.075000,Before_Data_Collection
2021-11-01 18:04:49.225000,Before_Data_Collection
2021-11-01 18:04:55.387500,Before_Data_Collection
2021-11-01 18:05:01.537500,Before_Data_Collection
2021-11-01 18:05:07.687500,Before_Data_Collection
2021-11-01 18:05:13.850000,Before_Data_Collection
2021-11-01 18:05:20.000000,Before_Data_Collection
2021-11-01 18:05:26.150000,Before_Data_Collection
2021-11-01 18:05:32.312500,Before_Data_Collection
2021-11-01 18:05:38.462500,Before_Data_Collection
2021-11-01 18:05:44.612500,Before_Data_Collection
2021-11-01 18:05:50.775000,Before_Data_Collection
2021-11-01 18:05:56.925000,Before_Data_Collection
2021-11-01 18:06:03.075000,Before_Data_Collection
2021-11-01 18:06:09.225000,Before_Data_Collection
2021-11-01 18:06:15.387500,Before_Data_Collection
2021-11-01 18:06:21.537500,Before_Data_Collection
2021-11-01 18:06:27.687500,Before_Data_Collection
2021-11-01 18:06:33.850000,Before_Data_Collection
2021-11-01 18:06:40.000000,Before_Data_Collection
2021-11-01 18:06:46.150000,Before_Data_Collection
2021-11-01 18:06:52.312500,Before_Data_Collection
2021-11-01 18:06:58.462500,Before_Data_Collection
2021-11-01 18:07:04.612500,Before_Data_Collection
2021-11-01 18:07:10.775000,Before_Data_Collection
2021-11-01 18:07:16.925000,Before_Data_Collection
2021-11-01 18:07:23.075000,Before_Data_Collection
2021-11-01 18:07:29.225000,Before_Data_Collection
2021-11-01 18:07:35.387500,Before_Data_Collection
2021-11-01 18:07:41.537500,Before_Data_Collection
2021-11-01 18:07:47.687500,Before_Data_Collection
2021-11-01 18:07:53.850000,Before_Data_Collection
2021-11-01 18:08:00.000000,Before_Data_Collection
2021-11-01 18:08:06.150000,Before_Data_Collection
2021-11-01 18:08:12.312500,Before_Data_Collection
2021-11-01 18:08:18.462500,Before_Data_Collection
2021-11-01 18:08:24.612500,Before_Data_Collection
2021-11-01 18:08:30.775000,Before_Data_Collection
2021-11-01 18:08:36.925000,Before_Data_Collection
2021-11-01 18:08:43.075000,Before_Data_Collection
2021-11-01 18:08:49.225000,Before_Data_Collection
2021-11-01 18:08:55.387500,Before_Data_Collection
2021-11-01 18:09:01.537500,Before_Data_Collection
2021-11-01 18:09:07.687500,Before_Data_Collection
2021-11-01 18:09:13.850000,Before_Data_Collection
2021-11-01 18:09:20.000000,Before_Data_Collection
2021-11-01 18:09:26.150000,Before_Data_Collection
2021-11-01 18:09:32.312500,Before_Data_Collection
2021-11-01 18:09:38.462500,Before_Data_Collection
2021-11-01 18:09:44.612500,Before_Data_Collection
2021-11-01 18:09:50.775000,Before_Data_Collection
2021-11-01 18:09:56.925000,Before_Data_Collection
2021-11-01 18:10:03.075000,Before_Data_Collection
2021-11-01 18:10:09.225000,Before_Data_Collection
2021-11-01 18:10:15.387500,Before_Data_Collection
2021-11-01 18:10:21.537500,Before_Data_Collection
2021-11-01 18:10:27.687500,Before_Data_Collection
2021-11-01 18:10:33.850000,Before_Data_Collection
2021-11-01 18:10:40.000000,Before_Data_Collection
2021-11-01 18:10:46.150000,Before_Data_Collection
2021-11-01 18:10:52.312500,Before_Data_Collection
2021-11-01 18:10:58.462500,Before_Data_Collection
2021-11-01 18:11:04.612500,Before_Data_Collection
2021-11-01 18:11:10.775000,Before_Data_Collection
2021-11-01 18:11:16.925000,Before_Data_Collection
2021-11-01 18:11:23.075000,Before_Data_Collection
2021-11-01 18:11:29.225000,Before_Data_Collection
2021-11-01 18:11:35.387500,Before_Data_Collection
2021-11-01 18:11:41.537500,Before_Data_Collection
2021-11-01 18:11:47.687500,Before_Data_Collection
2021-11-01 18:11:53.850000,Before_Data_Collection
2021-11-01 18:12:00.000000,Before_Data_Collection
2021-11-01 18:12:06.150000,Before_Data_Collection
2021-11-01 18:12:12.312500,Before_Data_Collection
2021-11-01 18:12:18.462500,Before_Data_Collection
2021-11-01 18:12:24.612500,Before_Data_Collection
2021-11-01 18:12:30.775000,Before_Data_Collection
2021-11-01 18:12:36.925000,Before_Data_Collection
2021-11-01 18:12:43.075000,Before_Data_Collection
2021-11-01 18:12:49.225000,Before_Data_Collection
2021-11-01 18:12:55.387500,Before_Data_Collection
2021-11-01 18:13:01.537500,Before_Data_Collection
2021-11-01 18:13:07.687500,Before_Data_Collection
2021-11-01 18:13:13.850000,Before_Data_Collection
2021-11-01 18:13:20.000000,Before_Data_Collection
2021-11-01 18:13:26.150000,Before_Data_Collection
2021-11-01 18:13:32.312500,Before_Data_Collection
2021-11-01 18:13:38.462500,Before_Data_Collection
2021-11-01 18:13:44.612500,Before_Data_Collection
2021-11-01 18:13:50.775000,Before_Data_Collection
2021-11-01 18:13:56.925000,Before_Data_Collection
2021-11-01 18:14:03.075000,Before_Data_Collection
2021-11-01 18:14:09.225000,Before_Data_Collection
2021-11-01 18:14:15.387500,Before_Data_Collection
2021-11-01 18:14:21.537500,Before_Data_Collection
2021-11-01 18:14:27.687500,Before_Data_Collection
2021-11-01 18:14:33.850000,Before_Data_Collection
2021-11-01 18:14:40.000000,Before_Data_Collection
2021-11-01 18:14:46.150000,Before_Data_Collection
2021-11-01 18:14:52.312500,Before_Data_Collection
2021-11-01 18:14:58.462500,Before_Data_Collection
2021-11-01 18:15:04.612500,Before_Data_Collection
2021-11-01 18:15:10.775000,Before_Data_Collection
2021-11-01 18:15:16.925000,Before_Data_Collection
2021-11-01 18:15:23.075000,Before_Data_Collection
2021-11-01 18:15:29.225000,Before_Data_Collection
2021-11-01 18:15:35.387500,Before_Data_Collection
2021-11-01 18:15:41.537500,Before_Data_Collection
2021-11-01 18:15:47.687500,Before_Data_Collection
2021-11-01 18:15:53.850000,Before_Data_Collection
2021-11-01 18:16:00.000000,Before_Data_Collection
